host,states,n_targets,page_types,external_host,http_status,http_version,redirects,final_url,content_type,server,cdn_headers,error,has_robots,soft_404,n_bytes,n_groups,star_disallow,star_allow,blocks_all_star,crawl_delay_star,n_sitemaps,sitemaps,ai_bots_blocked,n_ai_blocked,archive_bots_blocked,tool_bots_blocked,n_targets_disallowed,targets_disallowed
www.co.robertson.tx.us,TX,2,elections|homepage,false,404,1.1,0,https://www.co.robertson.tx.us/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.co.sabine.tx.us,TX,6,early_voting|elections|homepage|polling|results|voter_registration,false,404,1.1,0,https://www.co.sabine.tx.us/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.co.san-augustine.tx.us,TX,2,elections|homepage,false,404,1.1,0,https://www.co.san-augustine.tx.us/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.co.san-jacinto.tx.us,TX,2,elections|homepage,false,404,1.1,0,https://www.co.san-jacinto.tx.us/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.co.san-saba.tx.us,TX,2,elections|homepage,false,404,1.1,0,https://www.co.san-saba.tx.us/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.co.scurry.tx.us,TX,5,early_voting|elections|homepage|polling|voter_registration,false,404,1.1,0,https://www.co.scurry.tx.us/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.co.shelby.tx.us,TX,2,elections|homepage,false,404,1.1,0,https://www.co.shelby.tx.us/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.co.starr.tx.us,TX,1,homepage,false,404,1.1,0,https://www.co.starr.tx.us/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.co.stephens.tx.us,TX,2,elections|homepage,false,404,1.1,0,https://www.co.stephens.tx.us/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.co.sutton.tx.us,TX,2,elections|homepage,false,404,1.1,0,https://www.co.sutton.tx.us/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.co.swisher.tx.us,TX,2,elections|homepage,false,404,1.1,0,https://www.co.swisher.tx.us/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.co.terrell.tx.us,TX,2,elections|homepage,false,404,1.1,0,https://www.co.terrell.tx.us/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.co.terry.tx.us,TX,2,elections|homepage,false,404,1.1,0,https://www.co.terry.tx.us/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.co.titus.tx.us,TX,3,elections|homepage|voter_registration,false,404,1.1,0,https://www.co.titus.tx.us/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.co.trinity.tx.us,TX,3,elections|homepage|results,false,404,1.1,0,https://www.co.trinity.tx.us/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.co.tyler.tx.us,TX,4,early_voting|elections|homepage|polling,false,404,1.1,0,https://www.co.tyler.tx.us/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.co.upton.tx.us,TX,2,elections|homepage,false,404,1.1,0,https://www.co.upton.tx.us/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.co.walker.tx.us,TX,3,elections|homepage|voter_registration,false,200,h2,0,https://www.co.walker.tx.us/robots.txt,text/plain,nginx,,,true,false,1750,27,5,0,false,300.0,0,,,0,,httrack,0,
www.co.waller.tx.us,TX,4,elections|homepage|results|voter_registration,false,404,1.1,0,https://www.co.waller.tx.us/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.co.ward.tx.us,TX,2,elections|homepage,false,404,1.1,0,https://www.co.ward.tx.us/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.co.washington.tx.us,TX,4,early_voting|elections|homepage|polling,false,404,1.1,0,https://www.co.washington.tx.us/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.co.wharton.tx.us,TX,4,elections|homepage|polling|results,false,404,1.1,0,https://www.co.wharton.tx.us/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.co.wilbarger.tx.us,TX,2,elections|homepage,false,404,1.1,0,https://www.co.wilbarger.tx.us/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.co.willacy.tx.us,TX,2,elections|homepage,false,404,1.1,1,https://www.willacy.gov/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.co.wilson.tx.us,TX,3,elections|homepage|voter_registration,false,404,1.1,0,https://www.co.wilson.tx.us/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.co.winkler.tx.us,TX,2,elections|homepage,false,200,h2,0,https://www.co.winkler.tx.us/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray,,true,false,816,6,23,0,false,20.0,1,/sitemap.xml,,0,,,0,
www.co.wise.tx.us,TX,3,elections|homepage|results,false,200,h2,0,https://www.co.wise.tx.us/robots.txt,text/plain,Microsoft-IIS/10.0,,,true,false,816,6,23,0,false,20.0,1,/sitemap.xml,,0,,,0,
www.co.young.tx.us,TX,2,elections|homepage,false,404,1.1,0,https://www.co.young.tx.us/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.co.zapata.tx.us,TX,3,elections|homepage|polling,false,404,1.1,0,https://www.co.zapata.tx.us/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.co.zavala.tx.us,TX,3,elections|homepage|results,false,200,h2,1,https://www.co.zavala.tx.us/error/servererror404.htm,text/html,Microsoft-IIS/10.0,,,false,true,0,0,0,0,,,0,,,0,,,0,
www.colemancounty.gov,TX,1,voter_registration,true,404,1.1,0,https://www.colemancounty.gov/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.collincountytx.gov,TX,5,elections|homepage|polling|results|voter_registration,false,404,1.1,0,https://www.collincountytx.gov/robots.txt,text/html,cloudflare,cf-cache-status;cf-ray;x-cdn;x-iinfo,,false,false,0,0,0,0,,,0,,,0,,,0,
www.comalcounty.gov,TX,2,elections|homepage,false,200,h2,0,https://www.comalcounty.gov/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray,,true,false,816,6,23,0,false,20.0,1,/sitemap.xml,,0,,,0,
www.comanchecountytx.gov,TX,4,early_voting|elections|homepage|polling,false,200,h2,0,https://www.comanchecountytx.gov/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray,,true,false,816,6,23,0,false,20.0,1,/sitemap.xml,,0,,,0,
www.countyofupshur.com,TX,4,elections|homepage|polling|voter_registration,false,200,h2,1,https://www.countyofupshur.com/error/servererror404.htm,text/html,Microsoft-IIS/10.0,,,false,true,0,0,0,0,,,0,,,0,,,0,
www.dallascounty.org,TX,1,homepage,false,200,h2,0,https://www.dallascounty.org/robots.txt,text/plain,Apache,,,true,false,58,1,0,1,false,,0,,,0,,,0,
www.dallascountyvotes.org,TX,5,early_voting|elections|polling|results|voter_registration,true,200,h2,0,https://www.dallascountyvotes.org/robots.txt,text/plain,Apache,,,true,false,126,1,1,1,false,,1,https://www.dallascountyvotes.org/wp-sitemap.xml,,0,,,0,
www.deltacountytx.com,TX,5,elections|homepage|polling|results|voter_registration,false,200,h2,0,https://www.deltacountytx.com/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray;x-cache;x-cache-hits,,true,false,2005,1,33,18,false,,0,,,0,,,0,
www.dentoncounty.gov,TX,1,homepage,false,200,h2,0,https://www.dentoncounty.gov/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray,,true,false,816,6,23,0,false,20.0,1,/sitemap.xml,,0,,,0,
www.dimmitcounty.org,TX,1,homepage,false,404,1.1,1,https://cms9files.revize.com/dimmittx/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.eastlandcounty.gov,TX,2,elections|homepage,false,200,h2,0,https://www.eastlandcounty.gov/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray,,true,false,816,6,23,0,false,20.0,1,/sitemap.xml,,0,,,0,
www.ectorcountytx.gov,TX,2,elections|homepage,false,200,h2,0,https://www.ectorcountytx.gov/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray,,true,false,816,6,23,0,false,20.0,1,/sitemap.xml,,0,,,0,
www.elliscountytx.gov,TX,6,early_voting|elections|homepage|polling|results|voter_registration,false,200,h2,0,https://www.elliscountytx.gov/robots.txt,text/plain,,,,true,false,816,6,23,0,false,20.0,1,/sitemap.xml,,0,,,0,
www.epcounty.com,TX,1,homepage,false,200,h2,0,https://www.epcounty.com/robots.txt,text/plain,,,,true,false,816,6,23,0,false,20.0,1,/sitemap.xml,,0,,,0,
www.fishercounty.org,TX,2,elections|homepage,false,404,1.1,0,https://www.fishercounty.org/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.foardcounty.texas.gov,TX,2,elections|homepage,false,404,1.1,0,https://www.foardcounty.texas.gov/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.fortbendcountytx.gov,TX,6,early_voting|elections|homepage|polling|results|voter_registration,false,200,h2,0,https://www.fortbendcountytx.gov/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray;x-cache,,true,false,2089,1,32,18,false,,0,,,0,,,0,
www.galvestoncountytx.gov,TX,1,homepage,false,200,h2,0,https://www.galvestoncountytx.gov/robots.txt,text/plain,,,,true,false,6641,4,176,0,false,,0,,,0,,,0,
www.garzacounty.gov,TX,5,early_voting|elections|homepage|polling|results,false,404,1.1,0,https://www.garzacounty.gov/robots.txt,text/html,Microsoft-IIS/10.0,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.gillespiecounty.gov,TX,4,elections|homepage|results|voter_registration,false,200,h2,0,https://www.gillespiecounty.gov/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray,,true,false,816,6,23,0,false,20.0,1,/sitemap.xml,,0,,,0,
www.greggcountyvotes.com,TX,4,early_voting|elections|polling|results,true,200,h2,1,https://greggcountyvotes.gov/robots.txt,text/plain,Apache,,,true,false,123,1,1,1,false,,1,https://greggcountyvotes.gov/wp-sitemap.xml,,0,,,0,
www.guadalupetx.gov,TX,5,early_voting|elections|polling|results|voter_registration,true,404,1.1,0,https://www.guadalupetx.gov/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.halecounty.org,TX,2,elections|homepage,false,200,h2,1,https://cms2.revize.com/revize/halecountynew/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray,,true,false,210,6,1,0,true,,0,,,0,,,2,https://www.halecounty.org/|https://www.halecounty.org/county_offices/county_clerk.php
www.hamiltoncountytx.gov,TX,2,elections|homepage,false,404,1.1,0,https://www.hamiltoncountytx.gov/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.hardincountytx.gov,TX,2,elections|homepage,false,404,1.1,0,https://www.hardincountytx.gov/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.harriscountytx.gov,TX,1,homepage,false,200,h2,0,https://www.harriscountytx.gov/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray,,true,false,4556,5,29,0,false,,0,,,0,,,0,
www.harrisoncountytexas.gov,TX,2,elections|homepage,false,404,1.1,0,https://www.harrisoncountytexas.gov/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.harrisvotes.com,TX,7,early_voting|elections|polling|results,true,200,h2,0,https://www.harrisvotes.com/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray,,true,false,4556,5,29,0,false,,0,,,0,,,0,
www.haskellcountytx.gov,TX,2,elections|homepage,false,404,1.1,0,https://www.haskellcountytx.gov/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.hayscountytx.gov,TX,6,early_voting|elections|homepage|polling|results|voter_registration,false,200,h2,0,https://www.hayscountytx.gov/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray,,true,false,816,6,23,0,false,20.0,1,/sitemap.xml,,0,,,0,
www.hctax.net,TX,1,voter_registration,true,200,h2,0,https://www.hctax.net/robots.txt,text/plain,,,,true,false,401,1,17,0,false,,0,,,0,,,0,
www.henderson-county.com,TX,2,homepage|voter_registration,false,200,h2,0,https://www.henderson-county.com/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray,,true,false,816,6,23,0,false,20.0,1,/sitemap.xml,,0,,,0,
www.hidalgocounty.us,TX,3,elections|homepage|voter_registration,false,200,h2,0,https://www.hidalgocounty.us/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray,,true,false,816,6,23,0,false,20.0,1,/sitemap.xml,,0,,,0,
www.hopkinscountytx.org,TX,4,early_voting|elections|homepage|polling,false,404,1.1,0,https://www.hopkinscountytx.org/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.huntcounty.net,TX,4,elections|homepage|results|voter_registration,false,404,1.1,0,https://www.huntcounty.net/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.jackcounty.texas.gov,TX,3,early_voting|elections|homepage,false,200,h2,0,https://www.jackcounty.texas.gov/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray;x-cache;x-cache-hits,,true,false,2005,1,33,18,false,,0,,,0,,,0,
www.jeffcotxvotes.gov,TX,5,early_voting|elections|polling|results|voter_registration,true,200,h2,0,https://www.jeffcotxvotes.gov/robots.txt,text/plain,Apache,,,true,false,122,1,1,1,false,,1,https://www.jeffcotxvotes.gov/wp-sitemap.xml,,0,,,0,
www.jeffdaviscounty.texas.gov,TX,2,elections|homepage,false,404,1.1,0,https://www.jeffdaviscounty.texas.gov/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.johnsoncountytx.org,TX,6,early_voting|elections|homepage|polling|results|voter_registration,false,200,h2,0,https://www.johnsoncountytx.org/robots.txt,text/plain,,,,true,false,6566,2,176,0,false,,0,,,0,,,0,
www.kaufmancounty.net,TX,6,early_voting|elections|homepage|polling|results|voter_registration,false,200,h2,0,https://www.kaufmancounty.net/robots.txt,text/plain,,,,true,false,816,6,23,0,false,20.0,1,/sitemap.xml,,0,,,0,
www.kendallcountytx.gov,TX,6,early_voting|elections|homepage|polling|results|voter_registration,false,200,h2,0,https://www.kendallcountytx.gov/robots.txt,text/plain,,,,true,false,816,6,23,0,false,20.0,1,/sitemap.xml,,0,,,0,
www.kenedycountytx.gov,TX,2,elections|homepage,false,404,1.1,0,https://www.kenedycountytx.gov/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.knoxcountytexas.org,TX,2,elections|homepage,false,200,h2,0,https://www.knoxcountytexas.org/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray,,true,false,1836,10,0,1,false,,0,,amazonbot|applebot-extended|bytespider|ccbot|claudebot|google-extended|gptbot|meta-externalagent,8,,,0,
www.lamarcountytx.gov,TX,2,elections|homepage,false,200,h2,0,https://www.lamarcountytx.gov/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray,,true,false,816,6,23,0,false,20.0,1,/sitemap.xml,,0,,,0,
www.llanocounty.gov,TX,2,elections|results,false,404,1.1,0,https://www.llanocounty.gov/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.lubbockcounty.gov,TX,1,homepage,false,200,h2,0,https://www.lubbockcounty.gov/robots.txt,text/plain,nginx,,,true,false,1750,27,5,0,false,300.0,0,,,0,,httrack,0,
www.martincountytx.com,TX,2,elections|homepage,false,200,h2,0,https://www.martincountytx.com/robots.txt,text/plain,,,,true,false,816,6,23,0,false,20.0,1,/sitemap.xml,,0,,,0,
www.matagordatx.gov,TX,2,elections|homepage,false,404,1.1,0,https://www.matagordatx.gov/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.mclennan.gov,TX,6,early_voting|elections|homepage|polling|results|voter_registration,false,200,h2,0,https://www.mclennan.gov/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray,,true,false,816,6,23,0,false,20.0,1,/sitemap.xml,,0,,,0,
www.medinatx.gov,TX,2,elections|homepage,false,404,1.1,0,https://www.medinatx.gov/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.milamcounty.net,TX,5,elections|homepage|polling|results|voter_registration,false,404,1.1,1,https://cms2.revize.com/revize/milamcountytx/robots.txt,,cloudflare,cf-cache-status;cf-ray,,false,false,0,0,0,0,,,0,,,0,,,0,
www.millscountytx.gov,TX,2,elections|homepage,false,404,1.1,0,https://www.millscountytx.gov/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.mywoodcounty.com,TX,1,homepage,false,404,1.1,0,https://www.mywoodcounty.com/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.nacogdochesco.gov,TX,2,elections|homepage,false,200,h2,0,https://www.nacogdochesco.gov/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray,,true,false,816,6,23,0,false,20.0,1,/sitemap.xml,,0,,,0,
www.nuecesco.com,TX,4,elections|homepage|results|voter_registration,false,200,h2,0,https://www.nuecesco.com/robots.txt,text/plain,,,,true,false,6641,4,176,0,false,,0,,,0,,,0,
www.parkercountytx.gov,TX,2,elections|homepage,false,200,h2,0,https://www.parkercountytx.gov/robots.txt,text/plain,,,,true,false,816,6,23,0,false,20.0,1,/sitemap.xml,,0,,,0,
www.polktx.gov,TX,4,elections|homepage|results|voter_registration,false,200,h2,0,https://www.polktx.gov/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray,,true,false,816,6,23,0,false,20.0,1,/sitemap.xml,,0,,,0,
www.pottercountytexasvotes.gov,TX,5,early_voting|elections|polling|results|voter_registration,true,200,h2,0,https://www.pottercountytexasvotes.gov/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray;x-cache;x-cache-status;x-served-by,,true,false,504,6,1,1,false,,1,https://www.pottercountytexasvotes.gov/sitemap.xml,petalbot,1,,,0,
www.randallcounty.gov,TX,3,elections|homepage|voter_registration,false,200,h2,0,https://www.randallcounty.gov/robots.txt,text/plain,Microsoft-IIS/10.0,,,true,false,816,6,23,0,false,20.0,1,/sitemap.xml,,0,,,0,
www.reevescounty.org,TX,5,elections|homepage|polling|results|voter_registration,false,200,h2,0,https://www.reevescounty.org/robots.txt,text/plain,,,,true,false,6641,4,176,0,false,,0,,,0,,,0,
www.rockwallcountytexas.com,TX,1,homepage,false,200,h2,0,https://www.rockwallcountytexas.com/robots.txt,text/plain,,,,true,false,816,6,23,0,false,20.0,1,/sitemap.xml,,0,,,0,
www.rockwallvotes.com,TX,4,early_voting|elections|polling|voter_registration,true,200,h2,0,https://www.rockwallvotes.com/robots.txt,text/plain,Apache,,,true,false,124,1,1,1,false,,1,https://www.rockwallvotes.com/wp-sitemap.xml,,0,,,0,
www.runnelscounty.org,TX,2,elections|homepage,false,404,1.1,0,https://www.runnelscounty.org/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.ruskcountytx.gov,TX,3,elections|homepage|voter_registration,false,404,1.1,0,https://www.ruskcountytx.gov/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.sanpatriciocountytx.gov,TX,3,elections|homepage|results,false,404,1.1,0,https://www.sanpatriciocountytx.gov/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.schleichercounty.gov,TX,2,elections|homepage,false,404,1.1,0,https://www.schleichercounty.gov/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.shackelfordcounty.org,TX,3,elections|homepage|voter_registration,false,404,1.1,0,https://www.shackelfordcounty.org/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.shermancountytx.gov,TX,3,elections|homepage|results,false,404,1.1,0,https://www.shermancountytx.gov/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.smith-county.com,TX,5,early_voting|elections|homepage|polling|results,false,200,h2,0,https://www.smith-county.com/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray,,true,false,816,6,23,0,false,20.0,1,/sitemap.xml,,0,,,0,
www.somervell.co,TX,3,elections|homepage|results,false,200,h2,0,https://www.somervell.co/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray,,true,false,816,6,23,0,false,20.0,1,/sitemap.xml,,0,,,0,
www.sterlingcotx.gov,TX,2,elections|homepage,false,404,1.1,0,https://www.sterlingcotx.gov/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.stonewallcounty.org,TX,2,elections|homepage,false,404,1.1,0,https://www.stonewallcounty.org/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.tarrantcountytx.gov,TX,4,early_voting|elections|homepage|voter_registration,false,200,h2,0,https://www.tarrantcountytx.gov/robots.txt,text/plain,Apache,,,true,false,57,1,1,0,false,30.0,0,,,0,,,0,
www.throckmortoncounty.org,TX,3,elections|homepage|results,false,404,1.1,0,https://www.throckmortoncounty.org/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.tomgreencountytx.gov,TX,6,early_voting|elections|homepage|polling|results|voter_registration,false,404,1.1,0,https://www.tomgreencountytx.gov/robots.txt,text/html,Microsoft-IIS/10.0,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.traviscountytx.gov,TX,1,homepage,false,200,h2,0,https://www.traviscountytx.gov/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray,,true,false,1237,1,18,11,false,,1,https://www.traviscountytx.gov/sitemap.xml,,0,,,0,
www.uvaldecounty.gov,TX,1,homepage,false,200,h2,0,https://www.uvaldecounty.gov/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray;x-cache;x-cache-status;x-served-by,,true,false,494,6,1,1,false,,1,https://www.uvaldecounty.gov/sitemap.xml,petalbot,1,,,0,
www.uvaldecountyelections.com,TX,4,early_voting|elections|polling|results,true,200,h2,0,https://www.uvaldecountyelections.com/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray;x-cache;x-cache-status;x-served-by,,true,false,568,6,1,1,false,,2,https://www.uvaldecountyelections.com/sitemap.xml|https://www.uvaldecountyelections.com/es_es-sitemap.xml,petalbot,1,,,0,
www.vanzandtcounty.org,TX,2,elections|homepage,false,404,1.1,0,https://www.vanzandtcounty.org/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.vctx.org,TX,6,early_voting|elections|homepage|polling|results|voter_registration,false,403,1.1,0,https://www.vctx.org/robots.txt,text/html,Microsoft-IIS/10.0,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.votedenton.gov,TX,4,early_voting|elections|polling|voter_registration,true,200,h2,0,https://www.votedenton.gov/robots.txt,text/plain,Apache,,,true,false,121,1,1,1,false,,1,https://www.votedenton.gov/wp-sitemap.xml,,0,,,0,
www.webbcountytx.gov,TX,6,early_voting|elections|homepage|polling|results|voter_registration,false,200,h2,0,https://www.webbcountytx.gov/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray,,true,false,816,6,23,0,false,20.0,1,/sitemap.xml,,0,,,0,
www.wheelercounty.texas.gov,TX,2,elections|homepage,false,404,1.1,0,https://www.wheelercounty.texas.gov/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
www.wilcotx.gov,TX,5,elections|homepage|polling|results|voter_registration,false,200,h2,0,https://www.wilcotx.gov/robots.txt,text/plain,cloudflare,cf-cache-status;cf-ray,,true,false,676,3,23,0,false,,1,/sitemap.xml,,0,,,0,
www.yoakumcounty.gov,TX,2,elections|homepage,false,404,1.1,0,https://www.yoakumcounty.gov/robots.txt,text/html,,,,false,false,0,0,0,0,,,0,,,0,,,0,
